ppn,isbn_normalise,titre,annee,nomAuteur,lieuPublication,editeur,sujet,raisons,Source,Ensemble,Acquisition,Occupations,date_naissance,date_deces
026357364,9789251061190,Enterobacter sakazakii (cronobacter spp.) in powered follow-up formula | meeting report,2008,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Appréciation des risques | Cronobacter sakazakii | Enfant d'âge préscolaire | Infections à Enterobacteriaceae | Préparation pour nourrissons | classification | prévention et contrôle | épidémiologie,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251064115,Salmonella and campylobacter in chicken meat | meeting report,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Aliments | Campylobacter jejuni | Contamination | Contamination des aliments | Infections à Campylobacter | Maladies d'origine alimentaire | Maladies de la volaille | Poulets | Salmonella | Salmonelloses animales,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251064122,Risk characterization of microbiological hazards in food | guidelines,2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Appréciation des risques | Contamination des aliments | Gestion du risque | Microbiologie alimentaire | Microbiologie de l'eau | méthodes,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251065068,"FAO/WHO Expert Meeting on the application of nanotechnologies in the food and agriculture sectors | meeting report, [Rome, 2009] | potential food safety implications",2010,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,.F37 2009 | Acte de congrès | Actes de congrès | Aliments | Applications industrielles | Congresses | Contamination des aliments | Environnement | F218f 2010 | Food Contamination | Food adulteration and inspection | Food contamination | Health aspects | Mesures de sécurité | Microchemistry | Microchimie | Nanotechnologie | Nanotechnology | QT 36.5 | TX511,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251068748,Risk assessment of Vibrio parahaemolyticus in seafood | interpretative summary and technical report,2011,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,Appréciation des risques | Contamination | Contamination des aliments | Health risk assessment | Microbiologie alimentaire | Produits de la mer | QR82.V53 | R58 2011 | Seafood | Vibrio parahaemolyticus,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251069998,"Report of the joint FAO/WHO expert consultation on the risks and benefits of fish consumption | Rome, 25-29 January 2010",2011,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,FAO | WHO,Composés méthylés du mercure | Congresses | Contamination des aliments | Fish products | Fishes | Food contamination | Intoxication au mercure | Mercury Poisoning | Methylmercury compounds | Poisson | Poissons | Produits de la pêche | toxicity | toxicité,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789251077092,Guidance on addressing child labour in fisheries and aquaculture,2013,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome. - Geneva,FAO. - ILO,Enfants -- Travail | Personnel | Pêches,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789251078495,"Joint FAO/WHO expert meeting on the public health risks of histamine and other biogenic amines from fish and fishery products : 23-27 july 2012, FAO headquarters, Rome, Italy",2013,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome. - Genève,FAO. - WHO,Actes de congrès | Amines biogènes | Produits de la pêche | Évaluation du risque,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789251306826,"Shiga toxin-producing Escherichia coli (STEC) and food | attribution, characterization, and monitoring | report",2018,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva | Rome,Food and Agriculture Organization of the United Nations | World Health Organization,"23 | 616.9/26 | Contamination des aliments | Escherichia coli producteur de shiga-toxines | Infections à Escherichia coli | Maladies d'origine alimentaire | QR201.E82 | QW 138.5,5 E8 | S55 2018 | Shiga-toxine-1 | WC 290 | intoxication | microbiologie | pathogénicité | prévention et contrôle | épidémiologie",lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789252000983,Directives générales pour la mise au point d'un système national efficace de contrôle des aliments,1976,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome. - [Genève],FAO. - OMS,,lieu_publication,BNF,Dépôt légal,,,,
026357364,9789252046226,"Programme mixte FAO/OMS sur les normes alimentaires : Commission du Codex Alimentarius, rapport de la vingt-quatrième session Genève, 2-7 juillet 2001",2001,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome,FAO,Industries agroalimentaires | Normes | http://data.bnf.fr/ark:/12148/cb118847216#about,titre,BNF,Genevensia,,,,
026357364,9789252051800,"Programme mixte FAO/OMS sur les normes alimentaires : Commission du Codex Alimentarius, rapport de la vingt-septieme session Genève,28 juin -3 juillet 2004",2004,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome,FAO,Industries agroalimentaires | Normes | http://data.bnf.fr/ark:/12148/cb118847216#about,titre,BNF,Genevensia,,,,
026357364,9789252056218,"Programme mixte FAO/OMS sur les normes alimentaires : Commission du Codex Alimentarius, rapport de la vingt-neuvième session , Genève, 3-7 juillet 2006",2006,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome,FAO,Industries agroalimentaires | Normes | http://data.bnf.fr/ark:/12148/cb118847216#about,titre,BNF,Genevensia,,,,
026357364,9789252056997,"rapport d'une réunion technique conjointe FAO / OMS, Bilthoven, Pays Bas, 7-9 novembre | Établissement de critères relatifs aux cargaisons précédentes acceptables pour les graisses et huiles",2009,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève | Rome,Organisation des Nations Unies pour l'alimentation et l'agriculture | Organisation mondiale de la santé,Cargaison | Corps gras alimentaires | Normes,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789252058076,Cadre FAO/OMS pour la fourniture d'avis scientifiques sur la sécurité sanitaire des aliments et la nutrition,2007,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Rome,Organisation des Nations Unies pour l'alimentation et l'agriculture | Organisation mondiale de la santé,Alimentation | Aliments | Genève | Mesures | Normes | Organisation des Nations Unies pour l'alimentation et l'agriculture | Organisation mondiale de la santé | Politique alimentaire | Risques pour la santé | Rome | Sécurité,sujet,IDREF,Genevensia,,,,
026357364,9789252061052,"Programme mixte FAO/OMS sur les normes alimentaires : commission du Codex Alimentarius, rapport de la trente et unième session, Genève, 30 juin-4 juillet 2008",2007,Organisation des Nations Unies pour l'alimentation et l'agriculture,Rome,OMS. - FAO,Industries agroalimentaires | Normes | http://data.bnf.fr/ark:/12148/cb118847216#about,titre,BNF,Genevensia,,,,
026357364,9789252065067,Réunion d'experts FAO/OMS sur l'application des nanotechnologies dans les secteurs de l'alimentation et de l'agriculture | incidences possibles sur la sécurité alimentaire | rapport de la réunion,2011,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève | Rome,FAO | OMS,22 | 664.07 | Nanotechnologie | Risques alimentaires | Toxicologie alimentaire,lieu_publication,IDREF,Dépôt légal,,,,
026357364,9789252072904,Guide FAO/OMS pour l'élaboration et l'amélioration des systèmes de rappel et de suivi des aliments au niveau national,2012,Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Genève | Rome,FAO | OMS,Aliments | Contrôle de la qualité | Droit | Falsification et inspection | Guides pratiques | Industries agroalimentaires | Risques alimentaires | Traçabilité,lieu_publication,IDREF,Dépôt légal,,,,
026357852,9782051006149,Descriptions des arts et métiers VII. - 1 : mobile et dormante,1984,Académie des sciences. France,Genève,Slatkine reprints,France | Menuiserie | Métiers | Ouvrages avant 1800,lieu_publication,BNF,Dépôt légal,,,,
026357852,9782051006415,Descriptions des arts et métiers XV,1984,Académie des sciences. France,Genève,Slatkine reprints,Cires | France | Métiers | Ouvrages avant 1800 | Technique du livre,lieu_publication,BNF,Dépôt légal,,,,
026357852,9782051006422,Descriptions des arts et métiers X,1984,Académie des sciences. France,Genève,Slatkine reprints,Facture d'orgue | France | Métiers | Ouvrages avant 1800,lieu_publication,BNF,Dépôt légal,,,,
026357852,9782051006569,Descriptions des arts et métiers VI. - 3,1984,Académie des sciences. France,Genève,Slatkine reprints,France | Métiers | Ouvrages avant 1800 | Poissons | Pêches,lieu_publication,BNF,Dépôt légal,,,,
026358247,9789241561211,Minor and trace elements in breast milk | report of a joint WHO/IAEA collaborative study,1989,Agence internationale de l'énergie atomique | Organisation mondiale de la santé Genève,Geneva,World Health Organization,.M64 1989 | 20 | 612.6/64 | Breast milk | Composition | QP246 | Trace elements in the body,lieu_publication,IDREF,Dépôt légal,,,,
026358247,9789241561730,Trace elements in human nutrition and health,1996,Agence internationale de l'énergie atomique | Organisation des Nations Unies pour l'alimentation et l'agriculture Rome | Organisation mondiale de la santé Genève,Geneva,World Health Organization,Micronutriments | Oligoéléments | QU 130,lieu_publication,IDREF,Dépôt légal,,,,
026358247,9789242205800,"Lutte contre les anémies nutritionnelles, en particulier contre la carence en fer : rapport d'une réunion commune AIEA-OMS [Agence internationale de l'énergie atomique-Organisation mondiale de la santé]",1975,Agence internationale de l'énergie atomique,Genève,OMS,,lieu_publication,BNF,Dépôt légal,,,,
026358247,9789242540413,Manuel de radioprotection dans les hôpitaux et en pratique générale | Volume 4 | radioprotection en art dentaire,1977,Agence internationale de l'énergie atomique | Koren Kristian | Organisation Mondiale de la Santé | Organisation internationale du travail | Organisation mondiale de la santé Genève | Wuehrmann Arthur H.,Genève,Organisation mondiale de la Santé,35 | 350 | Odontostomatologie | Radioprotection | WN 650 | Éd. 1967,lieu_publication,IDREF,Dépôt légal,,,,
